id,incentives,renewal
649,270.8415985107422,0.9005617
81136,873.6078143119812,0.81197923
70762,400.93445777893066,0.3556166
53935,365.47136306762695,0.72986996
15476,549.1218566894531,0.6093056
64797,905.4917693138123,0.8443841
67412,65.63133001327515,0.20315418
44241,104.56109046936035,0.1976769
5069,1139.281153678894,0.9064008
16615,2344.590425491333,0.9028972
84281,1603.84601354599,0.873119
82623,75.26993751525879,0.6724863
86475,74.09602403640747,0.063753776
68263,65.37437438964844,0.5784844
113135,60.31179428100586,0.53110075
45532,1186.2766742706299,0.70923096
102161,637.6191973686218,0.93622273
84789,378.82447242736816,0.12543793
62398,787.7470850944519,0.725779
70148,230.90851306915283,0.75665236
102487,548.8343238830566,0.41527355
100513,448.93473386764526,0.40002793
92702,195.8128809928894,0.3565374
25051,102.80227661132812,0.108305424
92920,1134.6420049667358,0.9023431
25520,699.5431780815125,0.6388199
81869,2259.0279579162598,0.61753577
75402,578.7894129753113,0.8417555
34053,9.387016296386719,0.07887661
21191,744.8101043701172,0.84667414
10864,400.02357959747314,0.8050005
6349,477.48684883117676,0.68331856
85213,554.7255277633667,0.8036412
17255,314.38493728637695,0.6209017
108351,61.66398525238037,0.19062173
51437,812.0924234390259,0.75006646
88629,532.2352051734924,0.27243206
85367,97.54514694213867,0.89109087
12313,58.35270881652832,0.51288915
71659,751.6300678253174,0.68998235
35142,431.8495988845825,0.8752659
62988,1372.2074031829834,0.83058023
8793,152.05532312393188,0.48458084
11433,757.0438385009766,0.8619098
30586,1445.302963256836,0.8791395
53012,229.3034791946411,0.7509566
87924,554.242730140686,0.80288297
106177,826.4443874359131,0.7644378
63058,965.5094146728516,0.56902343
99537,820.2409744262695,0.6347978
35336,656.1019420623779,0.3381346
78691,65.30070304870605,0.57779276
16161,683.2008361816406,0.77066535
94318,355.45170307159424,0.7082983
96583,268.6268091201782,0.8924648
104560,321.824848651886,0.6009134
19638,2188.1017684936523,0.9103428
26080,769.5944309234619,0.7077539
113482,586.8583917617798,0.8545973
82175,239.01629447937012,0.7855244
1239,211.10916137695312,0.68686926
32521,126.76870822906494,0.10959842
68529,621.5214729309082,0.9101869
38882,16.701579093933105,0.031028386
8299,257.1457028388977,0.85071665
98521,818.0941343307495,0.63301915
47257,341.35133028030396,0.478345
42445,942.7013397216797,0.7372379
104700,256.0250759124756,0.1892356
109204,1095.201015472412,0.86794716
20138,62.23297119140625,0.0652715
28468,1771.5708017349243,0.8732016
94964,423.6091375350952,0.27415475
59773,118.84528398513794,0.37446922
17261,1429.5423030853271,0.86862844
9570,127.62576341629028,0.40333122
55159,64.27645683288574,0.12054323
82480,229.9230694770813,0.7531561
51225,65.73200225830078,0.08846179
53176,23.64635467529297,0.20124263
82883,231.45925998687744,0.7586112
63590,1387.946605682373,0.84099287
50906,240.075945854187,0.17722397
21635,266.6829228401184,0.23356356
84000,201.08520984649658,0.38772926
79029,1499.955654144287,0.9157716
60256,1258.5450410842896,0.86544675
110660,95.89487314224243,0.29982787
51023,1559.9477291107178,0.76011926
99146,599.0027189254761,0.54158276
93878,411.6750955581665,0.830604
93845,233.23345184326172,0.76491314
5364,2.442598342895508,0.020401139
106612,623.1822967529297,0.6977605
79928,764.2650604248047,0.8709302
94761,1338.6688828468323,0.7173101
7126,830.4054737091064,0.7684146
82176,592.6151275634766,0.661057
53475,56.05316162109375,0.058748677
88108,1535.1462364196777,0.9395076
65166,83.81366729736328,0.75515634
65378,301.66804790496826,0.5941531
47119,725.1995801925659,0.66395056
64338,1770.18141746521,0.8724514
48872,118.65055561065674,0.37382647
26061,1330.258548259735,0.91980934
78191,776.9451141357422,0.8868015
108224,936.6783499717712,0.8762967
47646,36.81349754333496,0.31709403
63423,920.9176898002625,0.86014026
109453,412.09012269973755,0.58375716
43299,624.0829825401306,0.91432196
86879,444.25874948501587,0.6324727
51882,1025.52330493927,0.8077834
84497,50.68516731262207,0.043520566
19699,930.3842782974243,0.4869067
52164,625.5447864532471,0.5670629
36055,265.23613929748535,0.5183543
17844,1670.979380607605,0.81911665
12006,706.4266204833984,0.7991809
51731,800.6687164306641,0.9166429
101823,453.4778594970703,0.49743438
70611,996.4381456375122,0.7828894
57291,186.47092580795288,0.16210234
3315,458.3074450492859,0.40874556
6841,372.4783658981323,0.524442
95636,127.33340263366699,0.17287552
89508,611.4587187767029,0.8939835
78357,580.3871154785156,0.6464492
30363,1145.2610492706299,0.91164565
65880,753.7849545478821,0.6921097
79166,283.8045358657837,0.556834
16883,522.4224328994751,0.39444262
19400,261.1386179924011,0.8651955
97846,1160.9305143356323,0.7924287
35938,290.2965545654297,0.5703652
109739,386.0964775085449,0.7745791
7542,129.6025514602661,0.4098597
62506,1486.7806434631348,0.9069141
